dataset,period_id,edge_idx,fallback_rate_cents_per_m,dt_sec,odo_delta_m,cell_idx,zone_id,zone_rate_cents_per_m,exact_fee_cents,fallback_fee_cents,fallback_charged_distance_m,speed_bound_slack_m,honest_outage,strategic_declared_outage
geolife,010-20081005225112-1,8,1,60,28,616,2,3,84,1980,1980,1952,False,False
geolife,010-20081005225112-1,9,1,60,106,616,2,3,318,1980,1980,1874,False,False
geolife,010-20081005225112-1,10,1,60,21,716,2,3,63,1980,1980,1959,False,False
geolife,010-20081005225112-1,11,1,60,14,716,2,3,42,1980,1980,1966,False,False
geolife,010-20081005225112-1,12,1,60,178,716,2,3,534,1980,1980,1802,False,False
geolife,010-20081005225112-1,13,1,60,12,916,2,3,36,1980,1980,1968,False,False
geolife,010-20081005225112-1,14,1,60,10,916,2,3,30,1980,1980,1970,False,False
geolife,010-20081005225112-1,15,1,60,36,916,2,3,108,1980,1980,1944,False,False
geolife,010-20081005225112-1,16,1,60,612,1016,2,3,1836,1980,1980,1368,False,False
geolife,010-20081005225112-1,17,1,60,143,1616,1,5,715,1980,1980,1837,False,False
geolife,010-20081005225112-1,18,1,60,10,1716,1,5,50,1980,1980,1970,False,False
geolife,010-20081005225112-1,19,1,60,170,1716,1,5,850,1980,1980,1810,False,False
geolife,010-20081005225112-1,20,1,60,11,1916,1,5,55,1980,1980,1969,False,False
geolife,010-20081005225112-1,21,1,60,61,1916,1,5,305,1980,1980,1919,False,False
geolife,010-20081005225112-1,22,1,60,195,2016,1,5,975,1980,1980,1785,False,False
geolife,010-20081005225112-1,23,1,60,59,2116,1,5,295,1980,1980,1921,False,False
geolife,010-20081005225112-1,24,1,60,28,2216,1,5,140,1980,1980,1952,False,False
geolife,010-20081005225112-1,25,1,60,88,2216,1,5,440,1980,1980,1892,False,False
geolife,010-20081005225112-1,26,1,60,16,2316,1,5,80,1980,1980,1964,False,False
geolife,010-20081005225112-1,27,1,60,75,2316,1,5,375,1980,1980,1905,False,False
geolife,010-20081005225112-1,28,1,60,135,2416,1,5,675,1980,1980,1845,False,False
geolife,010-20081005225112-1,29,1,60,36,2516,1,5,180,1980,1980,1944,False,False
geolife,010-20081005225112-1,30,1,60,31,2516,1,5,155,1980,1980,1949,False,False
geolife,010-20081005225112-1,31,1,60,25,2616,1,5,125,1980,1980,1955,False,False
geolife,010-20081005225112-1,32,1,60,7,2616,1,5,35,1980,1980,1973,False,False
geolife,010-20081005225112-1,33,1,60,8,2616,1,5,40,1980,1980,1972,False,False
geolife,010-20081005225112-1,34,1,60,8,2616,1,5,40,1980,1980,1972,False,False
geolife,010-20081005225112-1,35,1,60,59,2616,1,5,295,1980,1980,1921,False,False
geolife,010-20081005225112-1,36,1,60,60,2716,1,5,300,1980,1980,1920,False,False
geolife,010-20081005225112-1,37,1,60,1,2716,1,5,5,1980,1980,1979,False,False
geolife,010-20081005225112-1,38,1,60,103,2716,1,5,515,1980,1980,1877,False,False
geolife,010-20081005225112-1,39,1,60,10,2816,1,5,50,1980,1980,1970,False,False
geolife,010-20081005225112-1,40,1,60,10,2816,1,5,50,1980,1980,1970,False,False
geolife,010-20081005225112-1,41,1,60,10,2816,1,5,50,1980,1980,1970,False,False
geolife,010-20081005225112-1,42,1,60,65,2916,1,5,325,1980,1980,1915,False,False
geolife,010-20081005225112-1,43,1,60,17,2916,1,5,85,1980,1980,1963,False,False
geolife,010-20081005225112-1,44,1,60,95,2916,1,5,475,1980,1980,1885,False,False
geolife,010-20081005225112-1,45,1,60,13,3016,1,5,65,1980,1980,1967,False,False
geolife,010-20081005225112-1,46,1,60,12,3016,1,5,60,1980,1980,1968,False,False
geolife,010-20081005225112-1,47,1,60,157,3016,1,5,785,1980,1980,1823,False,False
geolife,010-20081005225112-1,48,1,60,196,3216,1,5,980,1980,1980,1784,False,False
geolife,010-20081005225112-1,49,1,60,15,3416,1,5,75,1980,1980,1965,False,False
geolife,010-20081005225112-1,50,1,60,130,3416,1,5,650,1980,1980,1850,False,False
geolife,010-20081005225112-1,51,1,60,67,3516,1,5,335,1980,1980,1913,False,False
geolife,010-20081005225112-1,52,1,60,12,3616,1,5,60,1980,1980,1968,False,False
geolife,010-20081005225112-1,53,1,60,100,3616,1,5,500,1980,1980,1880,False,False
geolife,010-20081005225112-1,54,1,60,45,3716,1,5,225,1980,1980,1935,False,False
geolife,010-20081005225112-1,55,1,60,58,3716,1,5,290,1980,1980,1922,False,False
geolife,010-20081005225112-1,56,1,60,174,3816,1,5,870,1980,1980,1806,False,False
geolife,010-20081005225112-1,57,1,60,124,3916,1,5,620,1980,1980,1856,False,False
geolife,010-20081005225112-1,58,1,12,34,4017,1,5,170,396,396,362,False,False
rome,rome:60:103-0-s96:p0,0,1,59,452,906,120,12,5424,1947,1947,1495,False,True
rome,rome:60:103-0-s96:p0,1,1,60,481,909,120,12,5772,1980,1980,1499,False,True
rome,rome:60:103-0-s96:p0,2,1,59,316,1212,100,10,3160,1947,1947,1631,False,True
rome,rome:60:103-0-s96:p0,3,1,61,58,1413,100,10,580,2013,2013,1955,True,False
rome,rome:60:103-0-s96:p0,4,1,60,95,1514,100,10,950,1980,1980,1885,False,False
rome,rome:60:103-0-s96:p0,5,1,61,0,1514,100,10,0,2013,2013,2013,True,False
rome,rome:60:103-0-s96:p0,6,1,59,0,1514,100,10,0,1947,1947,1947,False,False
rome,rome:60:103-0-s96:p0,7,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:103-0-s96:p0,8,1,59,0,1514,100,10,0,1947,1947,1947,False,False
rome,rome:60:103-0-s96:p0,9,1,61,20,1514,100,10,200,2013,2013,1993,True,False
rome,rome:60:103-0-s96:p0,10,1,60,8,1514,100,10,80,1980,1980,1972,False,False
rome,rome:60:103-0-s96:p0,11,1,60,23,1514,100,10,230,1980,1980,1957,False,False
rome,rome:60:103-0-s96:p0,12,1,60,52,1514,100,10,520,1980,1980,1928,False,False
rome,rome:60:103-0-s96:p0,13,1,59,15,1514,100,10,150,1947,1947,1932,False,False
rome,rome:60:103-0-s96:p0,14,1,62,14,1514,100,10,140,2046,2046,2032,True,False
rome,rome:60:103-0-s96:p0,15,1,58,14,1514,100,10,140,1914,1914,1900,False,False
rome,rome:60:103-0-s96:p0,16,1,61,18,1514,100,10,180,2013,2013,1995,True,False
rome,rome:60:103-0-s96:p0,17,1,59,14,1514,100,10,140,1947,1947,1933,False,False
rome,rome:60:103-0-s96:p0,18,1,60,15,1514,100,10,150,1980,1980,1965,False,False
rome,rome:60:103-0-s96:p0,19,1,60,11,1514,100,10,110,1980,1980,1969,False,False
rome,rome:60:103-0-s96:p0,20,1,60,20,1514,100,10,200,1980,1980,1960,False,False
rome,rome:60:103-0-s96:p0,21,1,60,17,1514,100,10,170,1980,1980,1963,False,False
rome,rome:60:103-0-s96:p0,22,1,60,16,1514,100,10,160,1980,1980,1964,False,False
rome,rome:60:103-0-s96:p0,23,1,60,19,1514,100,10,190,1980,1980,1961,False,False
rome,rome:60:104-0-s145:p0,0,1,75,101,1513,100,10,1010,2475,2475,2374,True,False
rome,rome:60:104-0-s145:p0,1,1,45,0,1514,100,10,0,1485,1485,1485,False,False
rome,rome:60:104-0-s145:p0,2,1,74,9,1514,100,10,90,2442,2442,2433,True,False
rome,rome:60:104-0-s145:p0,3,1,46,0,1514,100,10,0,1518,1518,1518,False,False
rome,rome:60:104-0-s145:p0,4,1,74,7,1514,100,10,70,2442,2442,2435,True,False
rome,rome:60:104-0-s145:p0,5,1,60,21,1514,100,10,210,1980,1980,1959,False,False
rome,rome:60:104-0-s145:p0,6,1,60,12,1514,100,10,120,1980,1980,1968,False,False
rome,rome:60:104-0-s145:p0,7,1,61,9,1513,100,10,90,2013,2013,2004,True,False
rome,rome:60:104-0-s145:p0,8,1,59,2,1513,100,10,20,1947,1947,1945,False,False
rome,rome:60:104-0-s145:p0,9,1,61,2,1513,100,10,20,2013,2013,2011,True,False
rome,rome:60:104-0-s145:p0,10,1,59,1,1513,100,10,10,1947,1947,1946,False,False
rome,rome:60:104-0-s145:p0,11,1,61,2,1513,100,10,20,2013,2013,2011,True,False
rome,rome:60:104-0-s145:p0,12,1,45,6,1513,100,10,60,1485,1485,1479,False,False
rome,rome:60:104-0-s145:p0,13,1,75,0,1513,100,10,0,2475,2475,2475,True,False
rome,rome:60:104-0-s145:p0,14,1,46,2,1513,100,10,20,1518,1518,1516,False,False
rome,rome:60:104-0-s145:p0,15,1,73,11,1513,100,10,110,2409,2409,2398,True,False
rome,rome:60:104-0-s145:p0,16,1,46,11,1513,100,10,110,1518,1518,1507,False,False
rome,rome:60:104-0-s145:p0,17,1,74,1,1513,100,10,10,2442,2442,2441,True,False
rome,rome:60:104-0-s145:p0,18,1,60,0,1513,100,10,0,1980,1980,1980,False,False
rome,rome:60:104-0-s145:p0,19,1,60,3,1513,100,10,30,1980,1980,1977,False,False
rome,rome:60:104-0-s145:p0,20,1,60,9,1513,100,10,90,1980,1980,1971,False,False
rome,rome:60:104-0-s145:p0,21,1,46,0,1513,100,10,0,1518,1518,1518,False,False
rome,rome:60:104-0-s145:p0,22,1,75,0,1513,100,10,0,2475,2475,2475,True,False
rome,rome:60:104-0-s145:p0,23,1,59,0,1513,100,10,0,1947,1947,1947,False,False
rome,rome:60:105-0-s77:p0,0,1,56,0,6,120,12,0,1848,1848,1848,False,False
rome,rome:60:105-0-s77:p0,1,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,2,1,62,0,6,120,12,0,2046,2046,2046,True,False
rome,rome:60:105-0-s77:p0,3,1,58,0,6,120,12,0,1914,1914,1914,False,False
rome,rome:60:105-0-s77:p0,4,1,69,3,6,120,12,36,2277,2277,2274,True,False
rome,rome:60:105-0-s77:p0,5,1,51,0,6,120,12,0,1683,1683,1683,False,False
rome,rome:60:105-0-s77:p0,6,1,63,0,6,120,12,0,2079,2079,2079,True,False
rome,rome:60:105-0-s77:p0,7,1,57,0,6,120,12,0,1881,1881,1881,False,False
rome,rome:60:105-0-s77:p0,8,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,9,1,60,12,6,120,12,144,1980,1980,1968,False,False
rome,rome:60:105-0-s77:p0,10,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,11,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,12,1,62,0,6,120,12,0,2046,2046,2046,True,False
rome,rome:60:105-0-s77:p0,13,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,14,1,58,7,6,120,12,84,1914,1914,1907,False,False
rome,rome:60:105-0-s77:p0,15,1,61,8,6,120,12,96,2013,2013,2005,True,False
rome,rome:60:105-0-s77:p0,16,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,17,1,62,0,6,120,12,0,2046,2046,2046,True,False
rome,rome:60:105-0-s77:p0,18,1,61,0,6,120,12,0,2013,2013,2013,True,False
rome,rome:60:105-0-s77:p0,19,1,59,0,6,120,12,0,1947,1947,1947,False,False
rome,rome:60:105-0-s77:p0,20,1,57,0,6,120,12,0,1881,1881,1881,False,False
rome,rome:60:105-0-s77:p0,21,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,22,1,60,0,6,120,12,0,1980,1980,1980,False,False
rome,rome:60:105-0-s77:p0,23,1,67,0,6,120,12,0,2211,2211,2211,True,False
rome,rome:60:109-0-s11:p0,0,1,60,545,606,120,12,6540,1980,1980,1435,False,True
rome,rome:60:109-0-s11:p0,1,1,60,222,909,120,12,2664,1980,1980,1758,False,True
rome,rome:60:109-0-s11:p0,2,1,58,69,1011,120,12,828,1914,1914,1845,False,False
rome,rome:60:109-0-s11:p0,3,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,4,1,61,0,1012,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p0,5,1,59,0,1012,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p0,6,1,61,0,1012,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p0,7,1,61,2,1012,120,12,24,2013,2013,2011,True,False
rome,rome:60:109-0-s11:p0,8,1,59,0,1012,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p0,9,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,10,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,11,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,12,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,13,1,59,0,1012,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p0,14,1,61,16,1012,120,12,192,2013,2013,1997,True,False
rome,rome:60:109-0-s11:p0,15,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,16,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,17,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,18,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,19,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,20,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,21,1,60,0,1012,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p0,22,1,61,0,1012,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p0,23,1,59,0,1012,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p1,0,1,62,0,1112,120,12,0,2046,2046,2046,True,False
rome,rome:60:109-0-s11:p1,1,1,59,0,1112,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p1,2,1,60,8,1112,120,12,96,1980,1980,1972,False,False
rome,rome:60:109-0-s11:p1,3,1,60,0,1112,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p1,4,1,59,8,1112,120,12,96,1947,1947,1939,False,False
rome,rome:60:109-0-s11:p1,5,1,61,0,1112,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p1,6,1,59,16,1112,120,12,192,1947,1947,1931,False,False
rome,rome:60:109-0-s11:p1,7,1,61,5,1112,120,12,60,2013,2013,2008,True,False
rome,rome:60:109-0-s11:p1,8,1,59,15,1112,120,12,180,1947,1947,1932,False,False
rome,rome:60:109-0-s11:p1,9,1,60,20,1112,120,12,240,1980,1980,1960,False,False
rome,rome:60:109-0-s11:p1,10,1,60,15,1112,120,12,180,1980,1980,1965,False,False
rome,rome:60:109-0-s11:p1,11,1,61,14,1112,120,12,168,2013,2013,1999,True,False
rome,rome:60:109-0-s11:p1,12,1,60,19,1112,120,12,228,1980,1980,1961,False,False
rome,rome:60:109-0-s11:p1,13,1,60,20,1112,120,12,240,1980,1980,1960,False,False
rome,rome:60:109-0-s11:p1,14,1,60,5,1112,120,12,60,1980,1980,1975,False,False
rome,rome:60:109-0-s11:p1,15,1,60,0,1112,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p1,16,1,60,0,1112,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s11:p1,17,1,61,0,1112,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p1,18,1,59,0,1112,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s11:p1,19,1,61,0,1112,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p1,20,1,59,21,1112,120,12,252,1947,1947,1926,False,False
rome,rome:60:109-0-s11:p1,21,1,59,18,1112,120,12,216,1947,1947,1929,False,False
rome,rome:60:109-0-s11:p1,22,1,61,0,1112,120,12,0,2013,2013,2013,True,False
rome,rome:60:109-0-s11:p1,23,1,59,0,1112,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s188:p0,0,1,59,106,909,120,12,1272,1947,1947,1841,False,False
rome,rome:60:109-0-s188:p0,1,1,62,0,1010,120,12,0,2046,2046,2046,True,False
rome,rome:60:109-0-s188:p0,2,1,59,0,1010,120,12,0,1947,1947,1947,False,False
rome,rome:60:109-0-s188:p0,3,1,60,0,1010,120,12,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,4,1,59,226,1010,120,12,2712,1947,1947,1721,False,True
rome,rome:60:109-0-s188:p0,5,1,60,225,1112,120,12,2700,1980,1980,1755,False,True
rome,rome:60:109-0-s188:p0,6,1,61,182,1312,100,10,1820,2013,2013,1831,True,False
rome,rome:60:109-0-s188:p0,7,1,59,207,1413,100,10,2070,1947,1947,1740,False,True
rome,rome:60:109-0-s188:p0,8,1,61,0,1514,100,10,0,2013,2013,2013,True,False
rome,rome:60:109-0-s188:p0,9,1,59,0,1514,100,10,0,1947,1947,1947,False,False
rome,rome:60:109-0-s188:p0,10,1,61,52,1514,100,10,520,2013,2013,1961,True,False
rome,rome:60:109-0-s188:p0,11,1,59,0,1514,100,10,0,1947,1947,1947,False,False
rome,rome:60:109-0-s188:p0,12,1,60,1,1514,100,10,10,1980,1980,1979,False,False
rome,rome:60:109-0-s188:p0,13,1,61,0,1514,100,10,0,2013,2013,2013,True,False
rome,rome:60:109-0-s188:p0,14,1,60,13,1514,100,10,130,1980,1980,1967,False,False
rome,rome:60:109-0-s188:p0,15,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,16,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,17,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,18,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,19,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,20,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,21,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p0,22,1,60,34,1514,100,10,340,1980,1980,1946,False,False
rome,rome:60:109-0-s188:p0,23,1,61,30,1514,100,10,300,2013,2013,1983,True,False
rome,rome:60:109-0-s188:p1,0,1,60,32,1514,100,10,320,1980,1980,1948,False,False
rome,rome:60:109-0-s188:p1,1,1,60,5,1514,100,10,50,1980,1980,1975,False,False
rome,rome:60:109-0-s188:p1,2,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p1,3,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p1,4,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p1,5,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p1,6,1,59,29,1514,100,10,290,1947,1947,1918,False,False
rome,rome:60:109-0-s188:p1,7,1,61,18,1514,100,10,180,2013,2013,1995,True,False
rome,rome:60:109-0-s188:p1,8,1,59,3,1514,100,10,30,1947,1947,1944,False,False
rome,rome:60:109-0-s188:p1,9,1,62,6,1514,100,10,60,2046,2046,2040,True,False
rome,rome:60:109-0-s188:p1,10,1,58,4,1514,100,10,40,1914,1914,1910,False,False
rome,rome:60:109-0-s188:p1,11,1,61,19,1514,100,10,190,2013,2013,1994,True,False
rome,rome:60:109-0-s188:p1,12,1,60,31,1514,100,10,310,1980,1980,1949,False,False
rome,rome:60:109-0-s188:p1,13,1,60,12,1514,100,10,120,1980,1980,1968,False,False
rome,rome:60:109-0-s188:p1,14,1,59,15,1514,100,10,150,1947,1947,1932,False,False
rome,rome:60:109-0-s188:p1,15,1,61,0,1514,100,10,0,2013,2013,2013,True,False
rome,rome:60:109-0-s188:p1,16,1,61,1,1514,100,10,10,2013,2013,2012,True,False
rome,rome:60:109-0-s188:p1,17,1,59,9,1514,100,10,90,1947,1947,1938,False,False
rome,rome:60:109-0-s188:p1,18,1,60,33,1514,100,10,330,1980,1980,1947,False,False
rome,rome:60:109-0-s188:p1,19,1,60,1,1513,100,10,10,1980,1980,1979,False,False
rome,rome:60:109-0-s188:p1,20,1,61,0,1513,100,10,0,2013,2013,2013,True,False
rome,rome:60:109-0-s188:p1,21,1,59,0,1513,100,10,0,1947,1947,1947,False,False
rome,rome:60:109-0-s188:p1,22,1,60,0,1513,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s188:p1,23,1,60,12,1513,100,10,120,1980,1980,1968,False,False
rome,rome:60:109-0-s32:p0,0,1,60,472,908,120,12,5664,1980,1980,1508,False,True
rome,rome:60:109-0-s32:p0,1,1,59,359,1112,120,12,4308,1947,1947,1588,False,True
rome,rome:60:109-0-s32:p0,2,1,60,156,1313,100,10,1560,1980,1980,1824,False,False
rome,rome:60:109-0-s32:p0,3,1,60,103,1513,100,10,1030,1980,1980,1877,False,False
rome,rome:60:109-0-s32:p0,4,1,61,0,1514,100,10,0,2013,2013,2013,True,False
rome,rome:60:109-0-s32:p0,5,1,59,0,1514,100,10,0,1947,1947,1947,False,False
rome,rome:60:109-0-s32:p0,6,1,61,49,1514,100,10,490,2013,2013,1964,True,False
rome,rome:60:109-0-s32:p0,7,1,60,0,1514,100,10,0,1980,1980,1980,False,False
rome,rome:60:109-0-s32:p0,8,1,59,16,1514,100,10,160,1947,1947,1931,False,False
rome,rome:60:109-0-s32:p0,9,1,61,28,1514,100,10,280,2013,2013,1985,True,False
rome,rome:60:109-0-s32:p0,10,1,59,21,1514,100,10,210,1947,1947,1926,False,False
rome,rome:60:109-0-s32:p0,11,1,61,23,1514,100,10,230,2013,2013,1990,True,False
rome,rome:60:109-0-s32:p0,12,1,59,21,1514,100,10,210,1947,1947,1926,False,False
rome,rome:60:109-0-s32:p0,13,1,61,7,1514,100,10,70,2013,2013,2006,True,False
rome,rome:60:109-0-s32:p0,14,1,59,17,1514,100,10,170,1947,1947,1930,False,False
rome,rome:60:109-0-s32:p0,15,1,60,19,1514,100,10,190,1980,1980,1961,False,False
rome,rome:60:109-0-s32:p0,16,1,60,6,1514,100,10,60,1980,1980,1974,False,False
rome,rome:60:109-0-s32:p0,17,1,60,13,1514,100,10,130,1980,1980,1967,False,False
rome,rome:60:109-0-s32:p0,18,1,61,27,1514,100,10,270,2013,2013,1986,True,False
rome,rome:60:109-0-s32:p0,19,1,59,16,1514,100,10,160,1947,1947,1931,False,False
rome,rome:60:109-0-s32:p0,20,1,61,10,1514,100,10,100,2013,2013,2003,True,False
rome,rome:60:109-0-s32:p0,21,1,59,19,1514,100,10,190,1947,1947,1928,False,False
rome,rome:60:109-0-s32:p0,22,1,60,10,1514,100,10,100,1980,1980,1970,False,False
rome,rome:60:109-0-s32:p0,23,1,60,16,1514,100,10,160,1980,1980,1964,False,False
rome,rome:60:109-0-s40:p0,0,1,60,515,207,120,12,6180,1980,1980,1465,False,True
rome,rome:60:109-0-s40:p0,1,1,60,585,606,120,12,7020,1980,1980,1395,False,True
rome,rome:60:109-0-s40:p0,2,1,60,321,1009,120,12,3852,1980,1980,1659,False,True
rome,rome:60:109-0-s40:p0,3,1,60,46,1111,120,12,552,1980,1980,1934,False,False
rome,rome:60:109-0-s40:p0,4,1,60,0,1111,120,12,0,1980,1980,1980,False,False
